deliverable_level,pathogen_type,canonical_organism,burden_midpoint_weighted,rd_funding_usd_matched,burden_share,funding_share,funding_minus_burden_share,alignment_direction,organism_gap_rank,spearman_rho_burden_vs_funding,spearman_p_value,total_rd_funding_usd_prorated,methodology,prorata_caveat,version,date_added
organism,bacterial,Streptococcus pneumoniae,0.3142165411534519,631962531.8299524,0.661824465321938,0.0375218980793392,-0.6243025672425987,funding_share_below_burden_share,1.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,bacterial,Haemophilus influenzae,0.1605566919584494,18970874.668642856,0.338175534678062,0.0011263693493529,-0.3370491653287091,funding_share_below_burden_share,2.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Candida lusitaniae,0.1662234042553191,48358009.25786607,0.145628252160544,0.0536682113070931,-0.0919600408534509,funding_share_below_burden_share,3.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Candida guilliermondii,0.1622574955908289,48358009.25786607,0.142153721304763,0.0536682113070931,-0.0884855099976699,funding_share_below_burden_share,4.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Aspergillus niger species complex,0.1435185185185185,43817071.86018095,0.1257365116432074,0.0486286327237045,-0.0771078789195029,funding_share_below_burden_share,5.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Aspergillus flavus,0.0,43817071.86018095,0.0,0.0486286327237045,0.0486286327237045,funding_share_exceeds_burden_share,6.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Candida dubliniensis,0.1100676183320811,48358009.25786607,0.0964301925410837,0.0536682113070931,-0.0427619812339906,funding_share_below_burden_share,7.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Aspergillus flavus species complex,0.0082159624413145,43817071.86018095,0.0071980011208742,0.0486286327237045,0.0414306316028303,funding_share_exceeds_burden_share,8.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Cryptococcus neoformans,0.0401985458612975,62449059.14644444,0.0352179285426282,0.0693066020217812,0.034088673479153,funding_share_exceeds_burden_share,9.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
organism,fungal,Aspergillus fumigatus,0.0274180655475619,43817071.86018095,0.024020955299301,0.0486286327237045,0.0246076774244034,funding_share_exceeds_burden_share,10.0,,,,Stage 6 organism-level burden_share vs funding_share; Hub Amount USD pro-rated per agent tag then split across matched surveillance organisms.,Amount USD divided by infectious-agent tag count per Hub methodology when multiple agents appear in one Categories cell. Organism-level totals further split each matched agent label equally across surveillance organisms in this project. Whether the export's single Amount USD is already internally pro-rated could not be verified locally.,v1,2026-07-08
